School_Year,Busbreakdown_ID,Run_Type,Bus_No,Route_Number,Reason,Schools_Serviced,count,first_opt,second_opt,third_opt,Occurred_On,Created_On,Boro,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT,Informed_On,Incident_Number,Last_Updated_On,Breakdown_or_Running_Late,School_Age_or_PreK,_opt_code,OPT_Code,Name,Affiliation,Site_Type,Street_Address,City,State,Zip,Longitude,Latitude,Door_To_Door_Service,Stop_To_School_Service,Common_Carrier_Svc_Metrocards,Site_Reimbursement,Mid_Day_Service,D2D_Late_Day_Programs,S2S_Late_Day_Programs,Busbreakdown_ID:1
2016-2017,1341332,General Ed AM Run,1030,M8085,Heavy Traffic,3076,4,3076,,,10/15/15 7:32,10/15/15 7:44,Brooklyn,Y & M TRANSIT CORP (B2192,40,7,Yes,No,No,10/15/15 7:44,,10/15/15 8:18,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1341332
2016-2017,1341205,General Ed PM Run,8106,M9115,Heavy Traffic,3329,4,3329,,,10/15/15 8:42,10/15/15 8:43,Bronx,"G.V.C., LTD.",10,1,Yes,Yes,No,10/15/15 8:43,,10/15/15 8:43,Running Late,Pre-K,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1341205
2016-2017,1341072,General Ed PM Run,8109,M9249,Mechanical Problem,5092,4,5092,,,10/16/15 6:52,10/16/15 6:53,Brooklyn,L & M BUS CORP. (B2192),30,0,Yes,Yes,No,10/16/15 6:53,,10/16/15 8:38,Running Late,School-Age,5092,5092,P.S. 92,Public,School,222 WEST 134TH STREET,Manhattan,NY,10030,-73.945153,40.814941,Yes,Yes,Yes,No,Yes,No,No,1341072
2016-2017,1341069,Special Ed PM Run,1011,M462,Heavy Traffic,3469,4,3469,,,10/16/15 6:53,10/16/15 6:54,Bronx,VAN TRANS LLC (B2192),30,1,Yes,Yes,Yes,10/16/15 6:54,,10/16/15 6:54,Running Late,School-Age,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1341069
2016-2017,1341057,General Ed PM Run,8015,M9115,Mechanical Problem,3329,4,3329,,,10/16/15 7:02,10/16/15 7:04,Bronx,LITTLE LISA BUS CO. INC.,,0,Yes,Yes,No,10/16/15 7:04,,10/16/15 16:22,Breakdown,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1341057
2016-2017,1340862,Special Ed AM Run,TN0309,M557,Heavy Traffic,5200,4,5200,,,10/16/15 7:25,10/16/15 8:38,Queens,LOGAN BUS COMPANY INC.,60,0,Yes,Yes,No,10/16/15 8:38,,10/16/15 8:38,Running Late,School-Age,5200,5200,P.S. 200,Public,School,2589 7TH AVENUE,Manhattan,NY,10039,-73.936804,40.824408,Yes,Yes,Yes,No,Yes,No,No,1340862
2016-2017,1340399,Special Ed AM Run,1011,M462,Heavy Traffic,3469,4,3469,,,10/19/15 14:13,10/19/15 14:18,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",20,0,Yes,Yes,No,10/19/15 14:18,,10/19/15 14:18,Running Late,School-Age,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1340399
2016-2017,1340098,Special Ed PM Run,1011,M462,Heavy Traffic,3469,4,3469,,,10/20/15 8:11,10/20/15 8:12,Bronx,"G.V.C., LTD.",10,16,Yes,Yes,Yes,10/20/15 8:12,,10/20/15 8:12,Running Late,Pre-K,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1340098
2016-2017,1340082,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,10/20/15 8:10,10/20/15 8:23,Bronx,"G.V.C., LTD.",10,9,Yes,Yes,No,10/20/15 8:23,,10/20/15 8:23,Running Late,Pre-K,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1340082
2016-2017,1340078,Special Ed AM Run,1197,M615,Heavy Traffic,3749,4,3749,,,10/20/15 6:50,10/20/15 8:28,Brooklyn,"RELIANT TRANS, INC. (B232",20,3,No,No,No,10/20/15 8:28,,10/20/15 8:28,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1340078
2016-2017,1340067,Special Ed AM Run,1321,M111,Mechanical Problem,3406,4,3406,,,10/20/15 7:25,10/20/15 8:41,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",20,6,Yes,Yes,No,10/20/15 8:41,,10/20/15 8:41,Running Late,School-Age,3406,3406,P.S. 242,Public,School,134 WEST 122 STREET,Manhattan,NY,10027,-73.948056,40.80623,Yes,Yes,Yes,No,Yes,No,No,1340067
2016-2017,1339944,Special Ed AM Run,2688,M636,Heavy Traffic,3279,4,3279,,,10/21/15 6:28,10/21/15 6:28,Manhattan,LEESEL TRANSP CORP (B2192,20,1,Yes,Yes,No,10/21/15 6:28,,10/21/15 6:28,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1339944
2016-2017,1339664,General Ed AM Run,3000,M8213,Heavy Traffic,5046,4,5046,,,10/21/15 7:50,10/21/15 7:54,Manhattan,LEESEL TRANSP CORP (B2192,20,5,No,No,No,10/21/15 7:54,,10/21/15 7:54,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1339664
2016-2017,1339466,Special Ed PM Run,1327,M921,Heavy Traffic,3149,4,3149,,,10/21/15 14:13,10/21/15 14:16,Bronx,"DON THOMAS BUSES, INC. (B",30,0,Yes,Yes,Yes,10/21/15 14:16,,10/21/15 14:16,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1339466
2016-2017,1339387,Special Ed AM Run,1303,M670,Heavy Traffic,5046,4,5046,,,10/22/15 6:50,10/22/15 6:56,Bronx,"BORO TRANSIT, INC.",20,0,Yes,Yes,No,10/22/15 6:56,,10/22/15 6:56,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1339387
2016-2017,1339274,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,10/22/15 7:35,10/22/15 7:51,Queens,SAFE COACH INC. (B2321),15,5,Yes,Yes,No,10/22/15 7:51,,10/22/15 7:51,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1339274
2016-2017,1338860,Special Ed AM Run,1011,M462,Weather Conditions,3469,4,3469,,,10/23/15 8:25,10/23/15 8:31,Manhattan,PHILLIP BUS CORP (B2192),10,3,No,No,Yes,10/23/15 8:31,,10/23/15 8:31,Running Late,School-Age,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1338860
2016-2017,1338438,Special Ed AM Run,1344,M073,Heavy Traffic,3749,4,3749,,,10/26/15 8:02,10/26/15 8:04,Bronx,G.V.C. LTD. (B2192),20,3,Yes,No,No,10/26/15 8:04,,10/26/15 8:04,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1338438
2016-2017,1338394,General Ed AM Run,20414,M1157,Heavy Traffic,3329,4,3329,,,10/26/15 8:43,10/26/15 8:44,Bronx,"G.V.C., LTD.",20,0,Yes,Yes,No,10/26/15 8:44,,10/26/15 8:44,Running Late,Pre-K,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1338394
2016-2017,1338383,Special Ed AM Run,2720,M799,Heavy Traffic,3208,4,3208,,,10/26/15 8:55,10/26/15 8:58,Bronx,"G.V.C., LTD.",10,1,Yes,Yes,No,10/26/15 8:58,,10/26/15 8:58,Running Late,Pre-K,3208,3208,P.S. 208,Public,School,21 WEST 111TH STREET,Manhattan,NY,10026,-73.949646,40.797932,Yes,Yes,Yes,No,Yes,No,No,1338383
2016-2017,1338341,Special Ed AM Run,4523,M635,Heavy Traffic,3279,4,3279,,,10/26/15 14:45,10/26/15 14:49,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,10/26/15 14:49,,10/26/15 14:49,Breakdown,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1338341
2016-2017,1338079,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,10/27/15 7:51,10/27/15 7:59,Staten Island,PIONEER TRANSPORTATION CO,5,0,Yes,No,No,10/27/15 7:59,,10/27/15 7:59,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1338079
2016-2017,1337821,Special Ed AM Run,1344,M073,Heavy Traffic,3749,4,3749,,,10/28/15 7:32,10/28/15 7:33,Bronx,"G.V.C., LTD.",20,2,Yes,Yes,No,10/28/15 7:33,,10/28/15 7:33,Running Late,Pre-K,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1337821
2016-2017,1337815,Special Ed AM Run,1011,M462,Heavy Traffic,3469,4,3469,,,10/28/15 7:34,10/28/15 7:35,Manhattan,LEESEL TRANSP CORP (B2192,25,2,No,No,No,10/28/15 7:35,,10/28/15 7:35,Running Late,School-Age,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1337815
2016-2017,1337781,General Ed AM Run,24521,M1157,Heavy Traffic,3329,4,3329,,,10/28/15 7:45,10/28/15 7:46,Manhattan,LEESEL TRANSP CORP (B2192,20,11,Yes,Yes,No,10/28/15 7:46,,10/28/15 7:46,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1337781
2016-2017,1337737,Special Ed AM Run,2688,M636,Heavy Traffic,3279,4,3279,,,10/28/15 8:00,10/28/15 8:02,Bronx,"G.V.C., LTD.",20,9,Yes,Yes,Yes,10/28/15 8:02,,10/28/15 8:02,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1337737
2016-2017,1337711,Special Ed AM Run,1303,M670,Heavy Traffic,5046,4,5046,,,10/28/15 7:55,10/28/15 8:11,Brooklyn,ALLIED TRANSIT CORP.,20,0,Yes,Yes,No,10/28/15 8:11,,10/28/15 8:11,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1337711
2016-2017,1337691,Special Ed AM Run,4523,M635,Heavy Traffic,3279,4,3279,,,10/28/15 8:26,10/28/15 8:28,Westchester,MAR-CAN TRANSPORT CO. INC,10,5,Yes,No,No,10/28/15 8:28,,10/28/15 8:28,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1337691
2016-2017,1337674,Special Ed AM Run,1197,M615,Heavy Traffic,3749,4,3749,,,10/28/15 8:46,10/28/15 8:49,Bronx,"G.V.C., LTD.",15,15,Yes,Yes,Yes,10/28/15 8:49,,10/28/15 8:49,Running Late,Pre-K,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1337674
2016-2017,1337117,General Ed AM Run,2002,M8213,Heavy Traffic,5046,4,5046,,,10/29/15 16:46,10/29/15 16:53,Queens,"RELIANT TRANS, INC. (B232",20,0,Yes,Yes,Yes,10/29/15 16:53,,10/29/15 16:54,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1337117
2016-2017,1337110,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,10/30/15 5:45,10/30/15 6:19,,"DON THOMAS BUSES, INC. (B",30,0,Yes,Yes,Yes,10/30/15 6:19,,10/30/15 6:19,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1337110
2016-2017,1337015,General Ed AM Run,6133,M8085,Heavy Traffic,3076,4,3076,,,10/30/15 7:07,10/30/15 7:07,Manhattan,LEESEL TRANSP CORP (B2192,20,2,Yes,Yes,No,10/30/15 7:07,,10/30/15 7:07,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1337015
2016-2017,1336505,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,11/3/15 6:57,11/3/15 6:59,,"RELIANT TRANS, INC. (B232",15,0,Yes,Yes,Yes,11/3/15 6:59,,11/3/15 6:59,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1336505
2016-2017,1336404,Special Ed AM Run,TN0407,M557,Other,5200,4,5200,,,11/4/15 6:41,11/4/15 6:48,Manhattan,HOYT TRANSPORTATION CORP.,30,0,Yes,Yes,No,11/4/15 6:48,,11/4/15 6:48,Running Late,School-Age,5200,5200,P.S. 200,Public,School,2589 7TH AVENUE,Manhattan,NY,10039,-73.936804,40.824408,Yes,Yes,Yes,No,Yes,No,No,1336404
2016-2017,1336381,General Ed AM Run,6101,M8214,Heavy Traffic,5175,4,5175,,,11/4/15 6:45,11/4/15 6:55,Manhattan,"BORO TRANSIT, INC.",35,0,Yes,Yes,No,11/4/15 6:55,,11/4/15 6:55,Running Late,School-Age,5175,5175,P.S. 175,Public,School,175 WEST 134 STREET,Manhattan,NY,10030,-73.943151,40.814293,Yes,Yes,Yes,No,Yes,No,No,1336381
2016-2017,1336294,Special Ed AM Run,1011,M462,Heavy Traffic,3469,4,3469,,,11/4/15 7:42,11/4/15 7:43,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,10,Yes,Yes,No,11/4/15 7:43,,11/4/15 8:03,Running Late,School-Age,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1336294
2016-2017,1335992,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,11/5/15 7:31,11/5/15 7:34,,LOGAN BUS COMPANY INC.,60,0,Yes,Yes,No,11/5/15 7:34,,11/5/15 7:34,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1335992
2016-2017,1335862,Special Ed PM Run,2047,M635,Mechanical Problem,3279,4,3279,,,11/5/15 8:34,11/5/15 8:36,Bronx,"G.V.C., LTD.",15,1,Yes,Yes,Yes,11/5/15 8:36,,11/5/15 8:36,Running Late,Pre-K,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1335862
2016-2017,1335606,General Ed AM Run,3000,M8213,Heavy Traffic,5046,4,5046,,,11/6/15 7:52,11/6/15 7:54,Bronx,"G.V.C., LTD.",15,7,Yes,Yes,Yes,11/6/15 7:54,,11/6/15 7:54,Running Late,Pre-K,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1335606
2016-2017,1335526,Special Ed AM Run,2688,M636,Heavy Traffic,3279,4,3279,,,11/6/15 14:30,11/6/15 14:34,Brooklyn,JOFAZ TRANSPORTATION INC.,45,0,Yes,Yes,No,11/6/15 14:34,,11/6/15 14:34,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1335526
2016-2017,1335498,Special Ed AM Run,2826,M625,Heavy Traffic,5092,4,5092,,,11/9/15 5:40,11/9/15 5:52,Bronx,"DON THOMAS BUSES, INC. (B",105,0,Yes,Yes,Yes,11/9/15 5:52,,11/9/15 6:41,Running Late,School-Age,5092,5092,P.S. 92,Public,School,222 WEST 134TH STREET,Manhattan,NY,10030,-73.945153,40.814941,Yes,Yes,Yes,No,Yes,No,No,1335498
2016-2017,1335421,Special Ed AM Run,1197,M615,Heavy Traffic,3749,4,3749,,,11/9/15 6:48,11/9/15 6:59,Westchester,MAR-CAN TRANSPORT CO. INC,10,0,No,No,No,11/9/15 6:59,,11/9/15 6:59,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1335421
2016-2017,1335418,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,11/9/15 6:58,11/9/15 7:00,Manhattan,LEESEL TRANSP CORP (B2192,30,2,Yes,Yes,No,11/9/15 7:00,,11/9/15 7:00,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1335418
2016-2017,1335185,General Ed AM Run,27704,M1227,Other,3422,4,3422,,,11/9/15 8:26,11/9/15 8:27,Manhattan,LEESEL TRANSP CORP (B2192,15,3,Yes,Yes,No,11/9/15 8:27,,11/9/15 8:27,Running Late,School-Age,3422,3422,Sisulu-Walker Charter,Charter,School,125 WEST 115 STREET,Manhattan,NY,10026,-73.950944,40.801754,No,Yes,Yes,No,No,No,No,1335185
2016-2017,1335070,Special Ed AM Run,2685,M636,Heavy Traffic,3279,4,3279,,,11/10/15 6:40,11/10/15 6:41,Manhattan,LEESEL TRANSP CORP (B2192,15,2,Yes,Yes,No,11/10/15 6:41,,11/10/15 6:41,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1335070
2016-2017,1335030,Special Ed AM Run,2630,M678,Heavy Traffic,3076,4,3076,,,11/10/15 6:52,11/10/15 6:53,Manhattan,LEESEL TRANSP CORP (B2192,15,3,No,Yes,No,11/10/15 6:53,,11/10/15 6:53,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1335030
2016-2017,1335020,Special Ed AM Run,1344,M073,Heavy Traffic,3749,4,3749,,,11/10/15 6:59,11/10/15 7:00,Brooklyn,SNT BUS INC,25,0,Yes,No,No,11/10/15 7:00,,11/10/15 8:19,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1335020
2016-2017,1334918,General Ed AM Run,25558,M1496,Mechanical Problem,3749,4,3749,,,11/10/15 7:40,11/10/15 7:48,Staten Island,PIONEER TRANSPORTATION CO,10,0,Yes,No,No,11/10/15 7:48,,11/10/15 7:48,Running Late,School-Age,3749,3749,New York French American Charter,Charter,School,311 WEST 120TH STREET,Manhattan,NY,10027,-73.954083,40.807325,Yes,Yes,Yes,No,Yes,No,No,1334918
2016-2017,1334816,General Ed AM Run,3000,M8213,Flat Tire,5046,4,5046,,,11/10/15 8:33,11/10/15 8:34,Bronx,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/10/15 8:34,,11/10/15 8:34,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1334816
2016-2017,1334635,Special Ed AM Run,1520,M117,Heavy Traffic,3329,4,3329,,,11/12/15 7:08,11/12/15 7:09,Bronx,"G.V.C., LTD.",30,0,Yes,Yes,No,11/12/15 7:09,,11/12/15 7:09,Running Late,Pre-K,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1334635
2016-2017,1334443,Special Ed AM Run,2688,M636,Heavy Traffic,3279,4,3279,,,11/12/15 9:00,11/12/15 9:05,Westchester,"MONTAUK STUDENT TRANS, IN",15,1,Yes,Yes,No,11/12/15 9:05,,11/12/15 9:05,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1334443
2016-2017,1334409,General Ed AM Run,28759,M1157,Heavy Traffic,3329,4,3329,,,11/12/15 14:08,11/12/15 14:10,Manhattan,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/12/15 14:10,,11/12/15 17:28,Breakdown,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1334409
2016-2017,1334248,General Ed AM Run,3000,M8213,Heavy Traffic,5046,4,5046,,,11/13/15 7:11,11/13/15 7:15,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",30,2,Yes,Yes,No,11/13/15 7:15,,11/13/15 7:15,Running Late,School-Age,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1334248
2016-2017,1334122,Special Ed AM Run,TN0315,M307,Flat Tire,5046,4,5046,,,11/13/15 8:01,11/13/15 8:04,Bronx,"G.V.C., LTD.",10,7,Yes,Yes,No,11/13/15 8:04,,11/13/15 8:04,Running Late,Pre-K,5046,5046,P.S. 46,Public,School,2987 8TH AVENUE,Manhattan,NY,10039,-73.93629,40.830671,Yes,Yes,Yes,No,Yes,No,No,1334122
2016-2017,1334004,Special Ed AM Run,FR1011,M462,Flat Tire,3469,4,3469,,,11/13/15 15:01,11/13/15 15:03,Bronx,LITTLE RICHIE BUS SERVICE,25,0,No,No,No,11/13/15 15:03,,11/13/15 15:03,Running Late,School-Age,3469,3469,Frederick Douglass Academy II,Public,School,215 WEST 114TH STREET,Manhattan,NY,10026,-73.954189,40.802313,Yes,Yes,Yes,No,Yes,No,No,1334004
2016-2017,1333879,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,11/16/15 7:01,11/16/15 7:04,Brooklyn,"NEW DAWN TRANSIT, LLC (B2",45,0,Yes,No,No,11/16/15 7:04,,11/16/15 7:05,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1333879
2016-2017,1333828,General Ed AM Run,25606,M1205,Mechanical Problem,3329,4,3329,,,11/16/15 7:08,11/16/15 7:24,Nassau County,"NEW DAWN TRANSIT, LLC (B2",30,0,Yes,Yes,No,11/16/15 7:24,,11/16/15 7:25,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1333828
2016-2017,1333340,Special Ed AM Run,1327,M921,Heavy Traffic,3149,4,3149,,,11/17/15 8:21,11/17/15 8:22,Manhattan,"RELIANT TRANS, INC. (B232",10,6,Yes,No,Yes,11/17/15 8:22,,11/17/15 8:22,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1333340
2016-2017,1333262,Special Ed PM Run,50073,M454,Heavy Traffic,3076,4,3076,,,11/18/15 5:55,11/18/15 6:00,Queens,JOFAZ TRANSPORTATION INC.,30,0,Yes,Yes,No,11/18/15 6:00,,11/18/15 6:00,Running Late,School-Age,3076,3076,P.S./M.S. 76,Public,School,220 WEST 121ST STREET,Manhattan,NY,10027,-73.951103,40.806696,Yes,Yes,Yes,No,No,No,No,1333262
2016-2017,1333049,General Ed AM Run,24507,M1205,Won`t Start,3329,4,3329,,,11/18/15 8:14,11/18/15 8:17,,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/18/15 8:17,,11/18/15 8:17,Running Late,School-Age,3329,3329,Harlem Link Charter School,Charter,School,20 WEST 112 STREET,Manhattan,NY,10026,-73.948701,40.798192,Yes,Yes,Yes,No,Yes,No,No,1333049
2016-2017,1332902,Special Ed AM Run,2594,M633,Mechanical Problem,3279,4,3279,,,11/19/15 6:51,11/19/15 6:52,Manhattan,LEESEL TRANSP CORP (B2192,20,3,Yes,Yes,No,11/19/15 6:52,,11/19/15 6:52,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1332902
2016-2017,1332884,Special Ed PM Run,1327,M921,Heavy Traffic,3149,4,3149,,,11/19/15 6:58,11/19/15 7:02,Manhattan,"RELIANT TRANS, INC. (B232",,0,Yes,Yes,Yes,11/19/15 7:02,,11/19/15 7:05,Running Late,School-Age,3149,3149,P.S./M.S. 149 Sojourner Truth School,Public,School,41 WEST 117TH STREET,Manhattan,NY,10026,-73.947773,40.802201,Yes,Yes,Yes,No,Yes,No,No,1332884
2016-2017,1332652,Special Ed AM Run,2688,M636,Heavy Traffic,3279,4,3279,,,11/20/15 6:35,11/20/15 6:47,,ACME BUS CORP. (B2321),20,0,Yes,Yes,Yes,11/20/15 6:47,,11/20/15 6:47,Running Late,School-Age,3279,3279,Opportunity Charter,Charter,School,240 WEST 113 STREET,Manhattan,NY,10026,-73.955251,40.801746,Yes,Yes,Yes,No,No,No,No,1332652
